Código,Nombre común,Nombre científico,Tipo de planta
CAER,Catalpa hibrida americana,Catalpa x erubescens,FRONDOSA
CECA,Árbol del amor americano,Cercis canadensis,FRONDOSA
CESA,Árbol de Judas de flor blanca,Cercis siliquastrum 'Alba',FRONDOSA
CESB,Árbol de Judas de flor rosa,Cercis siliquastrum 'Bodnant',FRONDOSA
COAC,Avellano de rama retorcida,Corylus avellana 'Contorta',ARBUSTO
COCO,Avellano turco columnar,Corylus colurna 'Obelisk',FRONDOSA
COMA,Avellano mayor,Corylus maxima,FRONDOSA
COMP,Avellano mayor púrpura,Corylus maxima 'Purpurea',FRONDOSA
CRLS,Espino de flores rojas; espino navarro,Crataegus laevigata 'Paul's Scarlet',FRONDOSA
CRLP,Espino blanco,Crataegus laevigata 'Plena',FRONDOSA
CRMS,Majuelo columnar,Crataegus monogyna 'Stricta',FRONDOSA
CRPE,Espino blanco,Crataegus persimilis,ARBUSTO
CRPS,Espino blanco,Crataegus persimilis 'Splendens',ARBUSTO
CRPG,Acerolo,Crataegus x grignonensis,ARBUSTO
CRLA,Espino híbrido,Crataegus x lavallei,ARBUSTO
EAAC,Árbol del paraíso plateado,Elaeagnus angustifolia 'Caspica',FRONDOSA
ERTR,Manzado trilobado,Elaeagnus trilobatus,FRONDOSA
FASA,Haya de hoja púrpura,Fagus sylvatica 'Atropurpurea',FRONDOSA
FASD,Haya columnar,Fagus sylvatica 'Dawyck',FRONDOSA
FAST,Haya tricolor,Fagus sylvatica 'Tricolor',FRONDOSA
FRED,Fresno común piramidal,Fraxinus excelsior 'Diversifolia',FRONDOSA
FREW,Fresno común piramidal pequeño,Fraxinus excelsior 'Westhof's Glorie',FRONDOSA
FROL,Fresno de flor ovalado,Fraxinus ornus 'Louisa Lady',FRONDOSA
FROM,Fresno de flor pequeño,Fraxinus ornus 'Mecsek',FRONDOSA
FROO,Fresno de flor estrecho,Fraxinus ornus 'Obelisk',FRONDOSA
GIBA,Ginkgo piramidal,Ginkgo biloba 'Autumn Gold',FRONDOSA
GLTD,Acacia de tres espinas piramidal,Gleditsia triacanthos 'Draves',FRONDOSA
GLTE,Acacia de tres espinas esférica,Gleditsia triacanthos 'Elegantissima',FRONDOSA
GLTR,Acacia de tres espinas sin frutos,Gleditsia triacanthos 'Rubylace',FRONDOSA
HECA,Verónica,Hebe 'Champagne',ARBUSTO
HEWH,Verónica,Hebe 'White Heather',ARBUSTO
IRTN,Lirio enano barbudo,Iris 'True Navy',HERB_PERENNES
KOBI,Árbol de la lluvia,Koelreuteria bipinnata,FRONDOSA
LIJR,Aligustre del Japón de hoja redonda,Ligustrum japonicum 'Rotundifolium',ARBUSTO
LILA,Aligustre de China de hoja variegada,Ligustrum lucidum 'Aureomarginatum',ARBUSTO
LILE,Aligustre de China de hoja variegada,Ligustrum lucidum 'Excelsum Superbum',ARBUSTO
LILT,Aligustre de China de hoja tricolor,Ligustrum lucidum 'Tricolor',ARBUSTO
LISC,Liquidambar columnar,Liquidambar styraciflua 'Compostela',FRONDOSA
LISF,Liquidambar piramidal,Liquidambar styraciflua 'Festival',FRONDOSA
LISG,Liquidambar oval,Liquidambar styraciflua 'Globosum',FRONDOSA
LISR,Liquidambar piramidal,Liquidambar styraciflua 'Lane Roberts',FRONDOSA
LISL,Liquidambar piramidal,Liquidambar styraciflua 'Levis',FRONDOSA
LISM,Liquidambar oval de hoja carnosa,Liquidambar styraciflua 'Moraine',FRONDOSA
LISP,Liquidambar columnar,Liquidambar styraciflua 'Paarl',FRONDOSA
LSPM,Liquidambar pequeño,Liquidambar styraciflua 'Palo Mariano',FRONDOSA
LQSR,Liquidambar de hoja de lóbulo redondo,Liquidambar styraciflua 'Rotundiloba',FRONDOSA
LISS,Liquidambar piramidal achaparrado,Liquidambar styraciflua 'Shannon',FRONDOSA
QIL,Encina,Quercus ilex,FRONDOSA
MADO,Manzano común,Malus domestica,FRONDOSA
MAPR,Manzano de flor,Malus 'Prairiefire',FRONDOSA
MAVE,Manzano de flor,Malus 'Van Eseltine',FRONDOSA
MARO,Manzano ornamental,Malus x robusta,FRONDOSA
MARS,Manzano ornamental de flor rosada,Malus x robusta 'Red Sentinel',FRONDOSA
MAZS,Manzano híbrido Profesor Sprenger,Malus 'Professor Sprenger',FRONDOSA
MOAM,Morera blanca de hoja grande,Morus alba 'Macrophylla',FRONDOSA
MOAP,Morera blanca columnar,Morus alba 'Pyramidalis',FRONDOSA
MOAU,Morera china,Morus australis,FRONDOSA
PAPV,Árbol del hierro,Parrotia persica 'Vanessa',FRONDOSA
PAFM,Paulonia de Fortune piramidal,Paulownia fortunei 'Minfast' Blue Fast,FRONDOSA
PODM,Álamo de Virginia,Populus deltoides subsp. monilifera,FRONDOSA
PRCA,Cerezo de Carolina,Prunus caroliniana,FRONDOSA
PRCN,Ciruelo rojo,Prunus cerasifera 'Nigra',FRONDOSA
PRCR,Ciruelo rojo,Prunus cerasifera 'Rosea',FRONDOSA
PRDF,Almendro,Prunus dulcis 'Ferraduel',FRONDOSA
PRDM,Almendro,Prunus dulcis Marcona,FRONDOSA
PRFG,Cerezo de Mongolia pequeño,Prunus x eminens 'Umbraculifera',FRONDOSA
PRLN,Laurel cerezo,Prunus laurocerasus 'Novita',ARBUSTO
PRLR,Laurel cerezo,Prunus laurocerasus 'Rotundifolia',ARBUSTO
PRLM,Palo loro de hoja estrecha,Prunus lusitanica 'Myrtifolia',ARBUSTO
PRPC,Cerezo de racimos,Prunus padus 'Colorata',FRONDOSA
PRSR,Cerezo japonés de hoja roja,Prunus serrulata 'Royal Burgundy',FRONDOSA
PRSS,Cerezo japonés de flor blanco rosada,Prunus serrulata 'Shirofugen',FRONDOSA
PRST,Cerezo japonés de flor blanca,Prunus serrulata 'Tai Haku',FRONDOSA
QURF,Roble carballo de porte estrecho,Quercus robur 'Fastigiata',FRONDOSA
TBAF,Tejo de porte estrecho,Taxus baccata 'Fastigiata',CONIFERA
PUGP,Granado de flor doble,Punica granatum 'Pleniflora',FRONDOSA
PUGN,Granado enano,Punica granatum 'Nana',FRONDOSA
PYCA,Peral de flor,Pyrus calleryana 'Aristocrat',FRONDOSA
PYCB,Peral de flor,Pyrus calleryana 'Bradford',FRONDOSA
PYCC,Peral de flor,Pyrus calleryana 'Capital',FRONDOSA
PCPR,Peral de flor,Pyrus calleryana 'President',FRONDOSA
QUHI,Roble español,Quercus x hispanica,FRONDOSA
QURK,Roble carballo de porte estrecho,Quercus robur 'Fastagiata Koster',FRONDOSA
QUSE,Quejigo híbrido con encina,Quercus x senneniana,FRONDOSA
RHTD,Zumaque de Virginia de hoja recortada,Rhus typhina 'Dissecta',ARBUSTO
RPSD,Falsa acacia,Robinia pseudoacacia 'Decaisneana',FRONDOSA
ROPP,Falsa acacia columnar,Robinia pseudoacacia 'Pyramidalis',FRONDOSA
ROPF,Falsa acacia,Robinia pseudoacacia 'Frisia',FRONDOSA
SOAM,Mostajo pequeño,Sorbus aria 'Magnifica',FRONDOSA
TITB,Tilo plateado de porte cónico,Tilia tomentosa 'Brabant',FRONDOSA
ULMU,Olmo de bola,Ulmus minor 'Umbraculifera',FRONDOSA
ULRF,Olmo resistente a la grafiosis,Ulmus x resista 'Fiorente',FRONDOSA
ULRN,Olmo resistente a la grafiosis,Ulmus x resista 'New Horizon',FRONDOSA
ULRR,Olmo resistente a la grafiosis,Ulmus x resista 'Rebona',FRONDOSA
URER,Olmo resistente a la grafiosis,Ulmus x resista 'Rebella',FRONDOSA
XCTP,Chitalpa de flor rosa,x Chitalpa tashkentensis 'Pink Dawn',FRONDOSA
PSAP,Peral de hoja de sauce llorón,Pyrus salicifolia 'Pendula',FRONDOSA
FASP,Haya de rama péndula,Fagus sylvatica 'Pendula',FRONDOSA
QURO,Encina castellana o carrasca,Quercus rotundifolia,FRONDOSA
QUII,"Alsina,  encina de hoja estrecha",Quercus ilex subsp. ilex,FRONDOSA
BETN,Agracejo púrpura enano,Berberis thunbergii 'Atropurpurea Nana',ARBUSTO
CA-056,,Agave filifera,CACTACEA/SUCULENTA
DEHY,Deucia rosa,Deutzia x hybrida,ARBUSTO
JHOA,Enebro rastrero 'Andorra Compact',Juniperus horizontalis 'Andorra Compact',CONIFERA
JHOU,Enebro rastrero 'Aurea',Juniperus horizontalis 'Aurea',CONIFERA
JPFH,Enebro de Pfitzer 'Hetzii',Juniperus x pfitzeriana 'Hetzii',CONIFERA
JPFP,Enebro de Pfitzer 'Pfitzeriana Aurea',Juniperus x pfitzeriana 'Pfitzeriana Aurea',CONIFERA
LAGM,Lavanda de hoja estrecha 'Momparler',Lavandula angustifolia 'Momparler',ARBUSTO
MMEC,Mahonia,Mahonia x media 'Charity',ARBUSTO
PRLA,Laurel cerezo,Prunus laurocerasus 'Nana',ARBUSTO
ROBF,Rosal 'Bet Figueras',Rosa 'Bet Figueras',ARBUSTO
ROIM,Rosal 'Ice Meidiland',Rosa 'Ice Meidiland',ARBUSTO
RORA,Rosal 'Knock Out',Rosa 'Knock Out',ARBUSTO
SPUN,Salguera colorada enana,Salix purpurea 'Nana',ARBUSTO
AARJ,Baby kiwi 'Jumbo',Actinidia arguta 'Jumbo',TAPIZANTE/TREPADORA
SVUP,Lilo,Syringa vulgaris 'Président Grévy',ARBUSTO
AOC,Falso castaño amarillo,Aesculus octandra,FRONDOSA
QIS,Roble cabelludo,Quercus cerris,FRONDOSA
CACK,Spirea azul 'Kew Blue',Caryopteris x clandonensis 'Kew Blue',HERB_ANUAL
SMB,,Symphoricarpos x doorenbosii 'Magic Berry',ARBUSTO
CEAM,Té de Nueva Jersey,Ceanothus americanus,ARBUSTO
CETR,Ceanoto rastrero,Ceanothus thyrsiflorus 'Repens',ARBUSTO
CSET,Ciprés común 'Totem',Cupressus sempervirens 'Totem',CONIFERA
CYR,Escoba canaria,Cytisus racemosus,ARBUSTO
DEHP,Deucia 'Perle Rose',Deutzia x hybrida 'Perle Rose',ARBUSTO
EAP,Escalonia de flor grande 'Apple Blossom',Escallonia 'Apple Blossom',ARBUSTO
EEBG,Eleagno ebbingei 'Gilt Edge',Elaeagnus x ebbingei 'Gilt Edge',ARBUSTO
HSYR,,Hibiscus syriacus 'Red Heart',ARBUSTO
ST-309,,Asarum caudatum,SUBTROPICAL/TROPICAL
ERUC,Abeto balsámico de hojas blandas,Eupatorium rugosum 'Chocolate',HERB_PERENNES
FFO,Fontanesia,Fontanesia fortunei,ARBUSTO
FOIA,Forsitia 'Aurea',Forsythia x intermedia 'Aurea',ARBUSTO
FOIG,Forsitia 'Golden Time',Forsythia x intermedia 'Golden Time',ARBUSTO
GSA,Geranio de sangre,Geranium sanguineum,HERB_PERENNES
HAA,Jara blanca,Halimium atriplicifolium,HERB_PERENNES
HEF,,Hebe floribunda,ARBUSTO
HHEM,Hiedra 'Minor',Hedera helix 'Minor',TAPIZANTE/TREPADORA
PYCR,Peral de flor,Pyrus calleryana 'Redspire',FRONDOSA
ST-308,,Fritillaria uva-vulpis,SUBTROPICAL/TROPICAL
HSYP,Rosa de Siria 'Pink Giant',Hibiscus syriacus 'Pink Giant',ARBUSTO
HYMT,Hiperico híbrido 'Tricolor',Hypericum x moserianum 'Tricolor',HERB_PERENNES
IAQA,Acebo 'Alaska',Ilex aquifolium 'Alaska',FRONDOSA
IAQR,Acebo 'Argentea Marginata',Ilex aquifolium 'Argentea Marginata',FRONDOSA
JHOB,Enebro rastrero 'Blue Chip',Juniperus horizontalis 'Blue Chip',CONIFERA
JHON,Enebro rastrero 'Andorra',Juniperus horizontalis 'Andorra',CONIFERA
JMEP,Enebro de Pfitzer 'Pfitzeriana Glauca',Juniperus x pfitzeriana 'Pfitzeriana Glauca',CONIFERA
LCAP,Madreselva azul 'Pavlovskaja',Lonicera caerulea 'Pavlovskaja',ARBUSTO
LEUZ,Leucote 'Zeblid' scarletta,Leucothoe 'Zeblid' scarletta,ARBUSTO
LINT,Árbol de Júpiter 'Turenne',Lagerstroemia indica 'Turenne',FRONDOSA
MEPU,Menta poleo,Mentha pulegium,HERB_PERENNES
MSA,Hierbabuena,Mentha x sativa,HERB_PERENNES
OHEG,Osmanthus,Osmanthus heterophyllus 'Goshiki',ARBUSTO
PBI,Bambú,Phyllostachys bissetii,HERB_PERENNES
PEKL,Salvia rusa 'lacey blue',Perovskia 'Lisslitt',HERB_PERENNES
PHST,Fuospsis,Phuopsis stylosa,HERB_PERENNES
PLUA,Palo loro de hoja estrecha,Prunus lusitanica 'Angustifolia',ARBUSTO
POPN,Fisocarpo 'Nugget',Physocarpus opulifolius 'Nugget',HERB_PERENNES
POPS,Fisocarpo 'Red Esquire',"Physocarpus opulifolius ""Red Esquire""",HERB_PERENNES
PPUG,Pícea azul del Colorado,Picea pungens 'Glauca',CONIFERA
PTVV,Pitosporo variegado,Pittosporum tenuifolium 'Variegatum',ARBUSTO
PVA,Bambú enano variegado/Pleioblastus variegatus,Pleioblastus argenteostriatus,HERB_PERENNES
QUHW,Roble Wageningen,Quercus x hispanica 'Wageningen',FRONDOSA
ROCT,Rosal 'CG Mister Lincoln M',Rosa 'CG Mister Lincoln M',ARBUSTO
ROLE,Rosal 'Laetitia Casta',Rosa 'Laetitia Casta',ARBUSTO
ROLL,Rosal 'Lolita Lempicka',Rosa 'Lolita Lempicka',ARBUSTO
ROMM,Rosal 'Mademoiselle MEILLAND',Rosa 'Mademoiselle MEILLAND',ARBUSTO
ROPU,Rosal 'Pullman Orient Express',Rosa 'Pullman Orient Express',ARBUSTO
SJAD,Espirea del Japón 'Darts Red',Spiraea japonica 'Darts Red',ARBUSTO
SJAG,Espirea del Japón 'Goldmound',Spiraea japonica 'Goldmound',ARBUSTO
SNIS,Espirea del Japón 'Snowmound',Spiraea nipponica 'Snowmound',ARBUSTO
SSAA,Espiraea sauca 'Alba',Spiraea salicifolia 'Alba',ARBUSTO
SVUA,Lilo 'Andenken an Ludwig Späth',Syringa vulgaris 'Andenken an Ludwig Späth',ARBUSTO
TBAG,Tejo 'Golden Nugget',Taxus 'Golden Nugget',CONIFERA
TOCE,Tuya occidental 'Elegantissima',Thuja occidentalis 'Elegantissima',CONIFERA
TORA,Thuja orientalis Aurea Nana,Platycladus orientalis 'Aurea Nana',CONIFERA
VMIA,Hierba doncella 'Alba',Vinca minor 'Alba',TAPIZANTE/TREPADORA
ST-307,,Fritillaria persica,SUBTROPICAL/TROPICAL
PSE,Cerezo japonés,Prunus serrulata,FRONDOSA
VOPR,Bola de nieve 'Roseum',Viburnum opulus 'Roseum',ARBUSTO
VPLM,Durillo  'Mariesii',Viburnum plicatum 'Mariesii',ARBUSTO
VPLT,Durillo tomentoso,Viburnum plicatum var. tomentosum,ARBUSTO
VTIL,Durillo 'Lucidum',Viburnum tinus 'Lucidum',ARBUSTO
VVIC,Vid 'Cardinal',Vitis vinifera 'Cardinal',ARBUSTO
VVIF,Vid 'Flame Seedless',Vitis vinifera 'Flame Seedless',ARBUSTO
VVII,Vid 'Italica',Vitis vinifera 'Italica',ARBUSTO
PLA,Laurel cerezo,Prunus laurocerasus,ARBUSTO
VVIM,Vid 'Moscatel de Malaga',Vitis vinifera 'Moscatel de Malaga',ARBUSTO
VVIS,Vid 'Silvestre',Vitis vinifera 'Silvestre',ARBUSTO
VVIT,Vid 'Teta de vaca',Vitis vinifera 'Teta de vaca',ARBUSTO
TRX,,Trimezia sp,
VIS,Veza,Vicia sp.,HERB_PERENNES
CPLM,Lilo de California híbrido,Ceanothus x pallidus 'Marie Simon',ARBUSTO
SJAP,Acacia del Japón/Sophora japonica 'Fleright' PRINCETON UPRIGHT,"Styphnolobium japonicum ""Fleright' PRINCETON UPRIG",FRONDOSA
GAAR,Gallardia aristada,Gaillardia aristata,HERB_PERENNES
PAPA,Bignonia trepadora,Pandorea pandorana,TAPIZANTE/TREPADORA
AGST,Jopillo,Agrostis stolonifera,HERB_PERENNES
TVU,Tomillo,Thymus vulgaris,HERB_PERENNES
AHA,Orgaza,Atriplex halimus,ARBUSTO
CDE,Cedro llorón,Cedrus deodara,CONIFERA
PLE,Lentisco,Pistacia lentiscus,ARBUSTO
BSE,Boj,Buxus sempervirens,ARBUSTO
JNI,Nogal negro,Juglans nigra,FRONDOSA
MPO,Naranjo de Luisiana,Maclura pomifera,FRONDOSA
OEU,Olivo,Olea europaea,FRONDOSA
SAX,Sauces,Salix sp,FRONDOSA
PNII,Chopo lombardo,Populus nigra 'Italica',FRONDOSA
AXA,Castaño de Indias rojo,Aesculus x carnea,FRONDOSA
BBV,Agracejo,Berberis vulgaris,ARBUSTO
CPS,Alcaparro,Capparis spinosa,HERB_PERENNES
CLF,Avena mar del norte,Chasmanthium latifolium,HERB_PERENNES
CAV,Avellano,Corylus avellana,ARBUSTO
EUPE,Margarita amarilla,Euryops pectinatus,HERB_PERENNES
GFA,Gatiña,Genista falcata,ARBUSTO
HYX,Hipérico,Hypericum sp,HERB_PERENNES
LSC,Espigosa,spicata,HERB_PERENNES
PGC,Picea blanca,Picea glauca,CONIFERA
POPR,Poa de los prados,Poa pratensis,HERB_PERENNES
PTZ,Helecho temblón,Pteris sp,HERB_PERENNES
RGE,Falsa acacia 'Casque Rouge',Robinia x margaretta 'Casque Rouge',FRONDOSA
SGR,Salvia de otoño,Salvia greggii,HERB_PERENNES
SOM,Trompetas,Solandra maxima,TAPIZANTE/TREPADORA
TPA,Taray de flores pequeñas,Tamarix parviflora,ARBUSTO
VACO,Arándano,Vaccinium corymbosum,ARBUSTO
LPR,Lipia/Lippia repens,Phyla nodiflora,HERB_PERENNES
ROAM,Rosal 'Amanecer',Rosa 'Amanecer',ARBUSTO
RORD,Rosal 'Red Drift',Rosa 'Red Drift',ARBUSTO
BSES,Boj enano; Buxus sempervirens 'Globosa',Buxus sempervirens Suffruticosa',ARBUSTO
MPEE,Manzano de flor evereste,Malus 'Evereste',FRONDOSA
AHIP,Castaño de indias,Aesculus hippocastanum 'Pyramidalis',FRONDOSA
GIBF,Ginkgo columnar,Ginkgo biloba 'Fastigiata',FRONDOSA
ACCH,Kiwi amarillo,Actinidia chinensis,TAPIZANTE/TREPADORA
EPUM,Maculata aurea,Elaeagnus pungens 'Maculata',ARBUSTO
HSYL,Rosa de Siria 'Lavander Chifon',Hibiscus syriacus 'Lavander Chifon',ARBUSTO
MSU,Marrubio,Marrubium supinum,HERB_PERENNES
POPM,Fisocarpo 'Midnight',"Physocarpus opulifolius ""Midniht""",HERB_PERENNES
ROPA,Rosal 'Pau Casals',Rosa 'Pau Casals',ARBUSTO
TBAN,Tejo enano,Taxus baccata 'Nana',CONIFERA
CADA,Libocedro de California 'Aureovariegata',Calocedrus decurrens 'Aureovariegata',CONIFERA
EEBV,Eleagno ebbingei 'Viveleg',Elaeagnus x ebbingei 'Viveleg',ARBUSTO
HSYC,Rosa de Siria 'China Chiffon',Hibiscus syriacus 'China Chiffon',ARBUSTO
JHOP,Enebro rastrero 'Prince of Wales',Juniperus horizontalis 'Prince of Wales',CONIFERA
OHEV,Osmanthus variegado,Osmanthus heterophyllus  'Variegatus',ARBUSTO
POPL,Fisocarpo 'Lady in Red',"Physocarpus opulifolius ""Lady in Red""",HERB_PERENNES
RFRT,Zarzamora inerme,Rubus fruticosus 'Thornfree',ARBUSTO
SCHS,Lilo,Syringa x chinensis 'Saugeana',ARBUSTO
SSAP,Espiraea sauca 'Pink Innocence',Spiraea salicifolia 'Pink Innocence',ARBUSTO
WEFV,Veigela 'Variegata',Weigela florida 'Variegata',ARBUSTO
DER,Helecho de otoño,Dryopteris erythrosora,HERB_PERENNES
OPJ,Convolaria,Ophiopogon japonicus,HERB_PERENNES
LOR,Ortiga muerta,Lamium orvala,HERB_PERENNES
CIC,Jara rizada,Cistus crispus,ARBUSTO
CIMO,Jaguarzo negro,Cistus monspeliensis,ARBUSTO
CICM,Romero macho,Cistus clusii subsp multiflorus,ARBUSTO
EAR,Brezo arbóreo,Erica arborea,ARBUSTO
LSOP,Cantueso,Lavandula stoechas subsp pedunculata,ARBUSTO
LIM,Madreselva mediterránea,Lonicera implexa,TAPIZANTE/TREPADORA
LXL,Madreselva,Lonicera x xylosteoides,TAPIZANTE/TREPADORA
MOA,Berza arvense,Moricandia arvensis,HERB_PERENNES
RLY,Espino negro,Rhamnus lycioides,ARBUSTO
CYF,Helecho acebo,Cyrtomium falcatum,SUBTROPICAL/TROPICAL
PRDG,Almendro,Prunus dulcis 'Ferragnès',FRONDOSA
PRDD,Almendro,Prunus dulcis 'Desmayo Rojo',FRONDOSA
LOM,Aliso de mar,Lobularia maritima,HERB_PERENNES
HIZ,Hibisco,Hibiscus sp,ARBUSTO
MEC,Espiguilla de seda,Melica ciliata,HERB_PERENNES
VBO,Verbena,Verbena bonariensis,HERB_PERENNES
CLAL,Clemátide alpina,Clematis alpina,TAPIZANTE/TREPADORA
EDSP,Arbusto de papel,Edgeworthia sp,ARBUSTO
FASV,Haya variegada,Fagus sylvatica f. variegata,FRONDOSA
HDCV,Hiedra canaria variegada,Hedera canariensis f. variegata,TAPIZANTE/TREPADORA
HQR,Hortensia hoja de roble,Hydrangea quercifolia,ARBUSTO
HJA,Hortensia del Japón,Hydrangea japonica,ARBUSTO
LOA,Madreselva arbórea,Lonicera arborea,ARBUSTO
ST-305,,Astragalus mongholicus,SUBTROPICAL/TROPICAL
LOCH,Loropétalo,Loropetalum chinense,ARBUSTO
LOSP,Loropétalo,Loropetalum sp,ARBUSTO
MHY,Manzano,Malus hybrida,FRONDOSA
PAJA,Bignonia blanca,Pandorea jasminoides,TAPIZANTE/TREPADORA
PITM,Pitosporo,Pittosporum mayi,ARBUSTO
PHTA,Formio purpúrea,Phormium tenax 'Purpureum',HERB_PERENNES
SNIB,Saúco,Sambucus nigra 'Eva' Black Lace,ARBUSTO
SYM,Lilo de hoja estrecha,Syringa microphylla,ARBUSTO
VIC,Viburno,Viburnum carlesii,ARBUSTO
WEJ,Veigelia del Japón,Weigela japonica,ARBUSTO
BRSP,Palmera,Brahea sp,PALMACEA
HKG,Hipérico,Hypericum kalmianum 'Gemo',HERB_PERENNES
LJV,Aligustre variegado,Ligustrum japonicum 'Variegatum',ARBUSTO
PEL,Cornocal,Periploca laevigata,ARBUSTO
PHY,Planta obediente,Physostegia virginiana,HERB_PERENNES
AFF,Helecho hembra,Athyrium filix-femina,HERB_PERENNES
RSW,Rosa 'Swany',Rosa 'Swany',ARBUSTO
RKL,Rosa Cleopatra,Rosa 'Kleopatra',ARBUSTO
RAM,Rosa Alba Meiland,Rosa 'Alba Meilland',ARBUSTO
RAB,Rosa Albertina,Rosa 'Albertine',ARBUSTO
RALC,Rosa Alcantara,Rosa 'Alcantara',ARBUSTO
RASG,Rosa Alister Estela,Rosa 'Alister Stella Gray',ARBUSTO
RALN,Rosa ‘André le Nôtre’,Rosa 'André le Nôtre',ARBUSTO
ROAN,Rosa Ángela,Rosa 'Angela',ARBUSTO
RAPA,Rosa Apache,Rosa 'Apache',ARBUSTO
RBN,Rosa banksie,Rosa banksiae 'Normalis',ARBUSTO
RBA,Rosa Basino,Rosa 'Bassino',ARBUSTO
RBR,Rosa bracteata,Rosa bracteata,ARBUSTO
RCAM,Rosa Campanile,Rosa 'Campanile',ARBUSTO
RCAN,Rosa Candy 92,Rosa 'Candy 92',ARBUSTO
RCF,Rosa Céline Forestier,Rosa 'Céline Forestier',ARBUSTO
ROCO,Rosa Cornelia,Rosa 'Cornelia',ARBUSTO
RCOR,Rosa corimbífera,Rosa corymbifera,ARBUSTO
RCOS,Rosa Cosmos,Rosa 'Cosmos',ARBUSTO
RCC,Rosa Cristóbal Colon,Rosa 'Cristóbal Colon',ARBUSTO
RDD,Rosa Dapple Dawn,Rosa 'Dapple Dawn',ARBUSTO
RDG,Rosa Denise Grey,Rosa 'Denise Grey',ARBUSTO
RDH,,Rosa 'Dr. Huey',ARBUSTO
RER,Rosa Eden Rose,Rosa 'Eden Rose',ARBUSTO
RES,Rosa Esmeralda,Rosa 'Esmeralda',ARBUSTO
RFE,Rosa Felicia,Rosa 'Felicia',ARBUSTO
RFP,,Rosa 'Félicité et Perpétue',ARBUSTO
RFL,Rosa ‘Fleurette’,Rosa 'Fleurette',ARBUSTO
RFF,Rosa ‘Frisson Frais’,Rosa 'Frisson Frais',ARBUSTO
RFN,Rosa ‘Fritz Nobis’,Rosa 'Fritz Nobis',ARBUSTO
RGN,Rosa 'Gina',Rosa 'Gina',ARBUSTO
RGF,Rosa ‘Ghislaine d’Feligonde’,Rosa 'Ghislaine d'Feligonde',ARBUSTO
ROH,Rosa ‘Haëndel’,Rosa 'Haëndel',ARBUSTO
CA-057,,Agave fourcroydes,CACTACEA/SUCULENTA
RKS,Rosa ‘Karine Sauvageot’,Rosa 'Karine Sauvageot',ARBUSTO
RMOR,Rosa ‘La Mortola’,Rosa 'La Mortola',TAPIZANTE/TREPADORA
RRN,,Rosa 'Le Rouge et le Noire',ARBUSTO
RQS,Rosa cuatro estaciones,Rosa 'Les Quatre Saisons',ARBUSTO
E036,Rosal 'Wettra',Rosa 'Wettra',ARBUSTO
RMA,Rosa ‘Manneti’,Rosa 'Manneti',ARBUSTO
RME,Rosa sirena,Rosa 'Mermaid',TAPIZANTE/TREPADORA
RMI,Rosa micrantha,Rosa micrantha Borrer ex Sm.,ARBUSTO
RMIG,Rosa ‘Mignonne’,Rosa 'Mignonne',ARBUSTO
RMGS,Rosa ‘Mme. Gregorie Staechelin’,Rosa 'Mme. Gregorie Staechelin',ARBUSTO
RMR,,Rosa 'Marondo',ARBUSTO
PCA,Álamo gris,Populus x canescens,FRONDOSA
RPE,Rosa 'Penélope',Rosa 'Penélope',ARBUSTO
RPI,Rosa ‘Piadem’,Rosa 'Piadem',ARBUSTO
RPB,Rosa ‘Pink Bassino’,Rosa 'Pink Bassino',ARBUSTO
PJA,Pieris,Pieris japonica,ARBUSTO
RPOM,Rosa ‘Pomponella’,Rosa 'Pomponella',ARBUSTO
